formatted_address,name,place_id,types,price_level,res$results$geometry$location$lat,res$results$geometry$location$lng,res$results$opening_hours$open_now
"Kildare St, Newry BT34 1AR, UK",Euro Atm,ChIJ24MvAFTbYEgRXeNXcMOL0WA,atm|finance|point_of_interest|establishment,,54.1747693,-6.3392857,
"63 Hill St, Newry BT34 1BT, UK",ATM (Newry Branch),ChIJiYuR6lbbYEgRM3LntwVZc0U,atm|finance|point_of_interest|establishment,,54.1760819,-6.3374866,TRUE
"53 Newry Rd, Crossmaglen, Newry BT35 9HQ, UK",Bank of Ireland,ChIJC3GaM5_GYEgRxSdPWPm8UlE,bank|atm|finance|point_of_interest|establishment,,54.077676,-6.607941,FALSE
"Belfast Rd, Newry BT34 1QA, UK",ATM (Clarkes BP Newry),ChIJW-YQZKXcYEgRta87izPUgdw,atm|finance|point_of_interest|establishment,,54.1895355,-6.3349335,
"32 Hill St, Newry BT34 1AR, UK",ATM (Barclays Bank Plc),ChIJ8y7ZUFHbYEgRFuy8h7Vg5U8,atm|finance|point_of_interest|establishment,,54.1742472,-6.3386708,TRUE
"Unit 6 Plaza Retail Park, Belfast Road, Newry BT34 1QA, United Kingdom",ATM (Newry Plaza),ChIJSfNPqrrcYEgRporVzk4WFno,atm|finance|point_of_interest|establishment,,54.191447,-6.3357683,
"3-5 The Quays, Newry BT35 8AF, UK",Sainsbury's Bank ATM,ChIJJxKnv03bYEgRukNuhAnSjsc,atm|finance|point_of_interest|establishment,2,54.1676176,-6.3395277,
"1 Canal St, Newry BT35 6JB, UK",ATM (LA Drinks - Canel Street),ChIJ_cYwR1bbYEgRF_wBPWcp3Cs,atm|finance|point_of_interest|establishment,,54.1787115,-6.3378557,
"79-81 Monaghan St, Newry BT35 6AY, UK",ATM (The Railway Bar),ChIJ3acwJVXbYEgRiKEsGsOLBP0,atm|finance|point_of_interest|establishment,,54.1776775,-6.3461691,
"Newry Rd, Warrenpoint BT34 3LD, UK",ATM (Narrow Water Service Station),ChIJJSXtF3raYEgReo4Y2gjpMqA,atm|finance|point_of_interest|establishment,,54.1065026,-6.2702996,TRUE
"124 Concession Rd, Crossmaglen, Newry BT35 9JE, UK",ATM (Costcutter),ChIJu2eafWy3YEgRIaHS7i5SbtI,atm|finance|point_of_interest|establishment,,54.0578029,-6.6290964,
"68 Edenappa Rd, Newry BT35 8HU, UK",ATM (Nisa),ChIJc8-wi5vPYEgR3af4DIdbCcc,atm|finance|point_of_interest|establishment,,54.0703922,-6.3743365,
"2 Warrenpoint Rd, Newry BT34 2QX, UK",ATM,ChIJL0X28UfbYEgRa2qCceBu0SU,atm|finance|point_of_interest|establishment,,54.1594834,-6.3270906,
"25 Merchants Quay, Newry BT35 7QT, UK",ATM,ChIJrVSbGFTbYEgR8AGo8hvyEWY,atm|finance|point_of_interest|establishment,,54.1765136,-6.3398484,TRUE
"10 Dublin Rd, Newry BT35 8DA, UK",ATM (Glenview Service Station),ChIJU8xpLE3bYEgRjKIRTpsf88g,atm|finance|point_of_interest|establishment,,54.1667794,-6.3435033,
"67 The Village, Jonesborough, Newry BT35 8HR, UK",ATM,ChIJEZiVd4jPYEgROkbaiiDNGCo,atm|finance|point_of_interest|establishment,,54.0887016,-6.3718931,
"12 Trevor Hill, Newry BT34 1DN, UK",ATM (The Bank Bar),ChIJReeUvFfbYEgRKKyHIOhYrYE,atm|finance|point_of_interest|establishment,,54.1776227,-6.3354451,
"37 Kilkeel Rd, Annalong, Newry BT34 4TJ, UK",ATM,ChIJTzZc5Y0vYUgRm_ozM_sLSWc,atm|finance|point_of_interest|establishment,,54.1065324,-5.9027456,
"33 Stonegarth, Carlisle CA2 6PD, UK",PayPoint,ChIJ1_ojSZ4ZfUgRPCKAaHJZXn4,atm|finance|point_of_interest|establishment,,54.8825437,-2.9650514,
"29 Lowther St, Carlisle CA3 8EN, UK",ATM (Nationwide),ChIJw_GpjCUafUgR6xCKAnEcQCk,atm|finance|point_of_interest|establishment,,54.8931724,-2.9334022,TRUE
"69 English St, Carlisle CA3 8LQ, UK",ATM Santander,ChIJq68kWC8afUgRgfHEERbzY4g,atm|finance|point_of_interest|establishment,,54.8926836,-2.9342133,TRUE
"St. Nicholas Gate Retail Park, London Rd, Carlisle CA1 2EA, United Kingdom",Barclays ATM,ChIJ4Wp_MzIafUgRFHPjwZzCAW8,atm|finance|point_of_interest|establishment,,54.8865106,-2.9241958,TRUE
"54 Scotland Rd, Carlisle CA3 0HA, UK",ATM (Sainsburys),ChIJf6hUEv4ZfUgRDYFupQKV_e8,atm|finance|point_of_interest|establishment,,54.9066381,-2.9369485,TRUE
"19 Willowbank, Carlisle CA2 5RY, UK",Sainsbury's Bank ATM,ChIJbepSFIkZfUgRTis_TIRSbS4,atm|finance|point_of_interest|establishment,,54.896127,-2.9472944,TRUE
"16 Bank St, Carlisle CA3 8HE, UK",ATM,ChIJj4-37iUafUgRmmYBpN85sm4,atm|finance|point_of_interest|establishment,,54.8937426,-2.9340215,TRUE
"St Nicholas Gate Retail Park, London Road, Carlisle CA1 2EA, United Kingdom",ATM (Asda Carlisle 1),ChIJFRplyTMafUgRxYGH8V6p7ZA,atm|finance|point_of_interest|establishment,,54.8867393,-2.9247729,
"491 Warwick Rd, Carlisle CA1 2SB, UK",ATM (Toby Carvery Carlisle),ChIJ_cy76VoafUgRScAI4Qam9Lo,atm|finance|point_of_interest|establishment,,54.8956334,-2.8969805,
"34 Central Ave, Carlisle CA1 3QB, UK",ATM,ChIJZyrRwrIbfUgRLwwielTe9hI,atm|finance|point_of_interest|establishment,,54.8818544,-2.9015129,TRUE
"Fusehill St, Carlise CA1 2HH, UK",Barclays ATM,ChIJl_HqzTAafUgRy_8KxZ8Gckk,atm|finance|point_of_interest|establishment,,54.8911172,-2.9213279,TRUE
"Carlisle CA3 8HS, UK",ATM (M&S),ChIJnzqtCSYafUgR63NYGXWzqkc,atm|finance|point_of_interest|establishment,,54.8936274,-2.9354156,TRUE
"10 Petteril Bank Rd, Carlisle CA1 3AH, UK",Clydesdale ATM,ChIJTdNkcGUbfUgRSFWrwxiBDZ0,atm|finance|point_of_interest|establishment,,54.8755083,-2.9089079,TRUE
"33 English St, Carlisle CA3 8JX, UK",ATM Barclays,ChIJ_asw4yUafUgRU9NqqjnyFtw,atm|finance|point_of_interest|establishment,,54.8935061,-2.9349301,TRUE
"English Gate Plaza, Botchergate, Carlisle CA1 1NT, United Kingdom",ATM (Infocash- The Gala Club),ChIJVxqXwi8afUgRNP5gXiEZ4vU,atm|finance|point_of_interest|establishment,,54.89105,-2.9298741,
"37 Castle St, Carlisle CA3 8SY, UK",ATM,ChIJC-Ub_yYafUgRxQGb4XpbBPw,atm|finance|point_of_interest|establishment,,54.8952478,-2.9382985,TRUE
"Brampton Rd, Carlise CA3 9AY, UK",Barclays ATM,ChIJv4OVSBgafUgR3Q8tUCvX_Qs,atm|finance|point_of_interest|establishment,,54.9059812,-2.9316588,TRUE
"Montgomery Way, Carlisle CA1 2RT, UK",Barclays ATM,ChIJ1YOjRlcafUgRxPNsOCbYWsU,atm|finance|point_of_interest|establishment,,54.8927526,-2.8918804,TRUE
"8-12 Grinsdale Ave, Carlisle CA2 7LX, UK",ATM (McColls Carlisle CA2 7LX),ChIJ5-T35LsZfUgRFXXaH9g6Vlw,atm|finance|point_of_interest|establishment,,54.8967671,-2.9787257,
"2 Petteril Bank Rd, Carlisle CA1 3AH, UK",Bank Of Ireland ATM (Post Office),ChIJ8-SAi7YbfUgRQwk6jbpZcb8,atm|finance|point_of_interest|establishment,2,54.875761,-2.9082514,TRUE
"Fulham Rd, CHELSEA SW10 9UZ, UK",ATM,ChIJQRW7aGMFdkgRJgZAk_hdg6A,atm|finance|point_of_interest|establishment,,51.4849347,-0.1832044,TRUE
"Imperial College Administratio 25 Farmers Drive Farmers Drive Imperial College, London SW7 2AZ, United Kingdom",Santander,ChIJJ6byo1wFdkgR-vWm0n-v0dM,bank|atm|finance|point_of_interest|establishment,,51.4988098,-0.1767339,TRUE
"55 Kensington High St, Kensington, London W8 5EQ, UK",ATM,ChIJr2pltPcPdkgR_D2oEjS0v4A,atm|finance|point_of_interest|establishment,,51.5019791,-0.1898478,TRUE
"208 - 212 Kensington High St, Kensington, London W8 7RG, UK",Post Office ATM,ChIJA8qZjvEPdkgRPVfAj5A7Ru8,atm|finance|point_of_interest|establishment,2,51.4994754,-0.1977918,TRUE
"Hilton Olympia, 380 Kensington High St, Kensington, London W14 8NL, UK",ATM,ChIJVQ0GnusPdkgRAV6h1Ef28b8,atm|finance|point_of_interest|establishment,,51.4967399,-0.2064723,TRUE
"112-114 Kensington High St, Kensington, London W8 4SN, UK",ATM,ChIJP9nj0PYPdkgRJKXxwB6ScKY,atm|finance|point_of_interest|establishment,,51.5011961,-0.1931273,
"Fulham Rd, Chelsea, London SW10 9NH, UK",Natwest Cash Machine,ChIJ0UZ4ZGMFdkgRLzfcCEVkwAU,atm|finance|point_of_interest|establishment,,51.4845449,-0.1819107,
"237 King's Rd, Chelsea, London SW3 5EJ, UK","SatoshiPoint Bitcoin ATM, LONDIS Food & Wine",ChIJcUGijm4FdkgRdnla3MXqw_0,atm|finance|point_of_interest|establishment,,51.4863063,-0.171202,TRUE
"18 Cromwell Pl, Kensington, London SW7 2LB, UK",ATM,ChIJHy_Co0IFdkgRiB81n6kUdgY,atm|finance|point_of_interest|establishment,,51.4943733,-0.1749937,TRUE
"75 Sloane Ave, Chelsea, London SW3 3DH, UK",ATM,ChIJzYe4xGoFdkgRJmKeYoshq8s,atm|finance|point_of_interest|establishment,,51.4921846,-0.1662506,TRUE
"47 Exhibition Rd, South Kensington, London SW7 2AZ, UK",ATM,ChIJUeXgZkQFdkgRfcc8915NBUU,atm|finance|point_of_interest|establishment,,51.4985777,-0.1782363,TRUE
"97 Cromwell Rd, Kensington, London SW7 4DN, UK",ATM,ChIJPTB3xV8FdkgRlU4we0SOXp4,atm|finance|point_of_interest|establishment,,51.4943735,-0.1854453,
"1-15 Templeton Pl, Kensington, London SW5 9NB, UK",ATM (K + K Hotel George),ChIJjcaP6owPdkgRiZf1h515oUc,atm|finance|point_of_interest|establishment,,51.4923815,-0.1953798,
"2 Smith St, Chelsea, London SW3 4EE, UK",Santander ATM,ChIJOSQ7sRQFdkgRDWpU1vrw9Es,atm|finance|point_of_interest|establishment,,51.4895489,-0.1638501,TRUE
"Warwick Rd, Kensington W14 8PB, UK",Tesco Bank ATM,ChIJ4wyXt5IPdkgRCuaJDX4hqoQ,atm|finance|point_of_interest|establishment,,51.4920437,-0.2020469,TRUE
"Barclays Bank Plc, 114 Gloucester Rd, Kensington, London SW7 4SE, UK",ATM,ChIJz7Lva14FdkgRoxpUm9V2Aw8,atm|finance|point_of_interest|establishment,,51.4954648,-0.183324,TRUE
"4S, Underground Station, Pelham St, London SW7 2NA, United Kingdom",ATM Raphaels Bank,ChIJOTf0nEIFdkgRb55SPfhCQ0A,atm|finance|point_of_interest|establishment,,51.4940862,-0.1741052,TRUE
"147 Cromwell Rd, Kensington, London SW5 0TH, UK",ATM,ChIJlTW4MPUPdkgRd-Jl4DlS8x8,atm|finance|point_of_interest|establishment,,51.4944849,-0.1884174,TRUE
"65 Kensington Church St, Kensington, London W8 4BU, UK",ATM,ChIJuQdaJPoPdkgRlyLzPDg0Gyo,atm|finance|point_of_interest|establishment,,51.5042338,-0.1935162,TRUE
"11b Russell Gardens, Kensington, London W14 8EZ, UK",ATM,ChIJxapf5ukPdkgRZMYzUpAZRHA,atm|finance|point_of_interest|establishment,,51.50019,-0.2110269,
"Kelbrook Rd, Barnoldswick BB18 5BX, UK",PayPoint,ChIJLUgu-OeNe0gR6dutQRx5t5w,atm|finance|point_of_interest|establishment,,53.9135993,-2.1833434,TRUE
"71 Victoria Rd, Earby, Barnoldswick BB18 6UN, UK",PayPoint,ChIJ_-dPpKGNe0gRKqdTctTnqcY,atm|finance|point_of_interest|establishment,,53.9155218,-2.1453365,
"Pendle St, Nelson BB9 8PH, UK",ATM,ChIJl0fJ9wyRe0gRb10XJP498wE,atm|finance|point_of_interest|establishment,,53.839406,-2.218021,TRUE
"primet business centre, office units 5, Burnley Rd, Colne BB8 8DQ, United Kingdom",Croft Mill UK Ltd,ChIJB_RFjLX3ekgR7yZjbJqh-SU,atm|finance|point_of_interest|establishment,,53.8557608,-2.1844567,
"Grove Mills, Norfolk Street, Colne BB8 9HY, United Kingdom",ATM (Sainsburys),ChIJScDD2zmSe0gRga4n70Oa708,atm|finance|point_of_interest|establishment,2,53.8595395,-2.1664271,TRUE
"Surrey Rd, Nelson BB9 7TZ, UK",ATM,ChIJsfkHwguRe0gRFsBU6INYvwM,atm|finance|point_of_interest|establishment,,53.8426135,-2.2204913,
"209 Railway St, Nelson BB9 0QL, UK",ATM,ChIJt6kRC2yRe0gRIJhoBidoSWg,atm|finance|point_of_interest|establishment,,53.8310732,-2.2092326,
"7 Brennand St, Burnley BB10 1SU, UK",Santander ATM,ChIJ9WbnkiyRe0gRv_u1MOLoa8A,atm|finance|point_of_interest|establishment,,53.8045002,-2.2303557,TRUE
"46 Albert Rd, Colne BB8 0AD, UK",ATM,ChIJVZsjSTCSe0gRjxTIFlQtRG0,atm|finance|point_of_interest|establishment,,53.8561539,-2.1740995,
"214 Colne Rd, Burnley BB10 1DY, UK",ATM,ChIJy8L6KCuRe0gRqjNuy4NYJ0g,atm|finance|point_of_interest|establishment,,53.8033946,-2.2350251,TRUE
"21 Skipton Rd, Colne BB8 0NQ, UK",ATM (Nisa),ChIJBxxTBziSe0gRoSUVdxYIsQI,atm|finance|point_of_interest|establishment,,53.8589472,-2.1631917,
"11-13 Burnley Rd, Padiham, Burnley BB12 8NA, UK",ATM (Bargain Booze Padiham),ChIJg6YQzh-ae0gR8iSTtKypqzM,atm|finance|point_of_interest|establishment,1,53.8021634,-2.3152748,TRUE
"Casterton Ave, Burnley BB10 2PQ, UK",ATM,ChIJ3-Tesi-Re0gRyLvq5pgN9Uw,atm|finance|point_of_interest|establishment,,53.8098716,-2.2261357,
"23 Halifax Rd, Brierfield, Nelson BB9 5BG, UK",ATM,ChIJLUZ0EyKRe0gR8AseRnNDl88,atm|finance|point_of_interest|establishment,,53.8236688,-2.2315464,
"217 Barden Ln, Burnley BB10 1HY, UK",ATM (Premier Top Shop),ChIJvc0a5tWQe0gRRxsIUa7eH-I,atm|finance|point_of_interest|establishment,,53.8076474,-2.2400668,
"78 Skipton Rd, Barnoldswick BB18 5EG, UK",ATM,ChIJp23ns9uNe0gRA38KQRcLta4,atm|finance|point_of_interest|establishment,,53.921555,-2.1834888,TRUE
"51-53 Gisburn Rd, Barnoldswick BB18 5HB, UK",ATM,ChIJxflo-9iNe0gRK26SWhRLdBo,atm|finance|point_of_interest|establishment,,53.9200181,-2.1919421,
"146 Burnley Rd, Briercliffe, Burnley BB10 2HJ, UK",ATM,ChIJ-xabKEmRe0gRPAqV-7B6iSo,atm|finance|point_of_interest|establishment,,53.8113803,-2.2064875,TRUE
"202 Briercliffe Rd, Burnley BB10 2NZ, UK",ATM (Focus Off Licence),ChIJEQ70czGRe0gR-nSHLWq2u2Q,atm|finance|point_of_interest|establishment,,53.8097205,-2.2218961,
"Gisburn Road, Barrowford, Nelson BB9 6EP, United Kingdom",ATM (White Bear Inn),ChIJCS2nppiRe0gRbkUtc_aDiEk,atm|finance|point_of_interest|establishment,,53.85317,-2.21549,TRUE
"Westbury Leigh, Wiltshire BA13 3GL, UK",ATM,ChIJhf7OowXUc0gRyC_PvCjpIFw,atm|finance|point_of_interest|establishment,,51.250093,-2.19692,
"45 Milsom St, Bath BA1 1DU, UK",ATM (HSBC),ChIJW-xvnROBcUgRgildgXpnakI,atm|finance|point_of_interest|establishment,,51.3835652,-2.3611607,TRUE
"Seymour Rd, Trowbridge BA14 8LS, UK",Cashpoint,ChIJ8QPQsPXVc0gRAj_SNgd2FK0,atm|finance|point_of_interest|establishment,,51.3245316,-2.2115016,
"53-55 The Borough, Downton, Salisbury SP5 3LX, UK",Cashpoint,ChIJS2ZxPzGTc0gRJeUGrPPnLLQ,atm|finance|point_of_interest|establishment,,50.9926506,-1.7516012,TRUE
"Pennings Rd, Tidworth SP9 7LD, UK",Cashpoint,ChIJ-9FOQXD7c0gRwRKk62j6zK8,atm|finance|point_of_interest|establishment,2,51.2393,-1.66431,TRUE
"Sainsbury's, Bath Rd, Chippenham SN14 0BJ, UK",ATM,ChIJzbVPpgZ7cUgR1fO4b8tzkm0,atm|finance|point_of_interest|establishment,,51.4486681,-2.1476394,TRUE
"30 High St, Chippenham SN15 3EY, UK",NatWest Cashpoint,ChIJB8yktNB6cUgRQan6pocOlXY,atm|finance|point_of_interest|establishment,,51.4589599,-2.11622,
"The Commons, Shaftesbury SP7 8JY, UK",Natwest Cashpoint,ChIJYcLbpm7Kc0gRiKspEnRQJ1k,atm|finance|point_of_interest|establishment,,51.006336,-2.1979898,TRUE
"125 High St, Marlborough SN8 1LU, UK",ATM,ChIJbaO6fx5acUgR8HIjIe1I7k8,atm|finance|point_of_interest|establishment,,51.4207072,-1.7315815,
"6 Sheldon Rd, Chippenham SN14 0BN, UK",ATM (One Stop Chippenham 1397),ChIJ0VOwe956cUgRwvvwC-5eHVM,atm|finance|point_of_interest|establishment,1,51.4585972,-2.1265637,TRUE
"W Cepen Way, Chippenham SN14 6UZ, UK",Morrison's ATM,ChIJC4wTkZV6cUgRT8LJ0KurF6I,atm|finance|point_of_interest|establishment,,51.4771779,-2.1302376,TRUE
"Western Way, Bradford Road, Asda, Melksham SN12 8LQ, United Kingdom",Barclays ATM,ChIJ03-X6_h8cUgRCKrgnQGKsXw,atm|finance|point_of_interest|establishment,,51.3761897,-2.1458423,TRUE
"7 The Saw Mills, Bradford-on-Avon BA15 2DB, UK",Sainsbury's Bank ATM,ChIJYQNH289_cUgRcus7-bpyZ9I,atm|finance|point_of_interest|establishment,2,51.336641,-2.2522496,TRUE
"53 Silver St, Salisbury SP1 2NG, UK",ATM,ChIJwQIKqfHrc0gRdCyl9b7oshY,atm|finance|point_of_interest|establishment,,51.0684574,-1.7967135,TRUE
"64 Meads Rd, Durrington, Salisbury SP4 8BG, UK",Sainsbury's Bank ATM,ChIJk23Yzcjlc0gRXR5Qyjo3VpQ,atm|finance|point_of_interest|establishment,2,51.1991504,-1.7775789,TRUE
"38 The Market Pl, Devizes SN10 1JD, UK",ATM - Lloyds Bank,ChIJx7IufothcUgRDNDNrxvdqsY,atm|finance|point_of_interest|establishment,,51.3535034,-1.9938218,TRUE
"High St, Tisbury SP3 6HA, United Kingdom",ATM (Convenience),ChIJ0Xz-l6bIc0gR8ht3rp7_qzc,atm|finance|point_of_interest|establishment,,51.0629802,-2.0808649,TRUE
"42 Monmouth St, Bath BA1 1EN, UK",ATM,ChIJRwjrGhSBcUgRMAZH1tohkN8,atm|finance|point_of_interest|establishment,,51.3815171,-2.362768,
"Green Park Rd, Bath BA1 2DR, UK",ATM,ChIJ990tBD6BcUgRJdPHj3T1Dzg,atm|finance|point_of_interest|establishment,,51.3812909,-2.3679672,TRUE
"Weymouth St, Warminster BA12 9NT, UK",ATM (Morrisons Warminster),ChIJx5eeONXTc0gRCoJzSWkw61U,atm|finance|point_of_interest|establishment,,51.2040101,-2.1830686,
"Goldsworth Road Industrial Estate, Woking GU21 6ND, UK",ATM (WM Morrison Woking),ChIJR0nK7o7XdUgRpZUFyQqTq0s,atm|finance|point_of_interest|establishment,,51.3176938,-0.5701141,TRUE
"Unit 1 Lion Retail Park, 151 Oriental Road, Asda, Woking GU22 8BD, United Kingdom",Barclays ATM,ChIJ6ZFlSD7YdUgRBiU7LR4el14,atm|finance|point_of_interest|establishment,,51.3237485,-0.5419125,TRUE
"Woking Guildford Road, Woking GU22 7PX, United Kingdom",ATM (Tesco),ChIJowI_rCfYdUgRqcT4tcfjR7M,atm|finance|point_of_interest|establishment,,51.3160953,-0.5602435,TRUE
"63-65 High St, Woking GU22 9LN, UK",ATM,ChIJN3mfwszZdUgRE6RjJ10c3MA,atm|finance|point_of_interest|establishment,,51.3025839,-0.5463132,TRUE
"1 High St, Woking GU21 6BG, UK",ATM,ChIJ8Rf6uibYdUgRZv_CzAKvyPM,atm|finance|point_of_interest|establishment,,51.3187652,-0.5573825,
"Horsell High Street, 90 92 Horsell High Street, Woking GU21 4SZ, United Kingdom",ATM,ChIJTaNLt5LXdUgRDlKGzSAgrwU,atm|finance|point_of_interest|establishment,,51.323813,-0.5747555,TRUE
"106 Hermitage Rd, Woking GU21 8TQ, UK",ATM,ChIJqTsMdq7XdUgR-sJaHKcfHfk,atm|finance|point_of_interest|establishment,,51.3123844,-0.6060232,TRUE
"Guildford Road, Woking GU22 7QQ, United Kingdom",ATM (The Sovereigns),ChIJ_XCfxSfYdUgRAUQyTg5Mzrg,atm|finance|point_of_interest|establishment,,51.315499,-0.5600642,TRUE
"St Johns Hill House, St John's Hill Rd, St Johns GU21 7SE, UK",ATM,ChIJD3d3cqPXdUgRfviST4qYI-Q,atm|finance|point_of_interest|establishment,,51.3123234,-0.595033,TRUE
"58-60 Westfield Rd, Woking GU22 9NG, UK",ATM,ChIJtU_QE9XZdUgR-suKp0cFTZs,atm|finance|point_of_interest|establishment,,51.3022977,-0.5597768,TRUE
"Wych Hill, Woking GU22 0EU, UK",Payzone,ChIJ5fDnWZvXdUgRp8IO3WhsxnM,atm|finance|point_of_interest|establishment,,51.3093076,-0.574691,TRUE
"36 The Peacocks Centre, Woking GU21 6GD, UK",Santander ATM,ChIJ6ZWkyyDYdUgR1gQj5H8KtyE,atm|finance|point_of_interest|establishment,,51.3196669,-0.5606817,TRUE
"Forsyth Road, Sheerwater, Asda, Woking GU21 5SE, United Kingdom",Barclays ATM,ChIJNUyR5W7YdUgRWi0Zt6Tx_po,atm|finance|point_of_interest|establishment,,51.3317452,-0.5303867,TRUE
"Kingfield Rd, Woking GU22 9EJ, UK",ATM,ChIJkUf7tdLZdUgRVEm4O8uWOgM,atm|finance|point_of_interest|establishment,,51.3035086,-0.5516944,TRUE
"49 Middle Walk, Woking GU21 6XT, UK",Sainsbury's Bank ATM,ChIJHxdfLifYdUgRq4bjXRSjWc0,atm|finance|point_of_interest|establishment,2,51.3190322,-0.5599779,TRUE
"65 Dartmouth Ave, Woking GU21 5PE, UK",Cashzone,ChIJLfmZvm_YdUgRlBLmQ4PZmvY,atm|finance|point_of_interest|establishment,,51.3337406,-0.5290526,TRUE
"14 Lovelace Dr, Woking GU22 8QU, UK",ATM (Co-Op),ChIJMy6eEYvYdUgRFyMAm2gdswU,atm|finance|point_of_interest|establishment,,51.3267376,-0.5114456,TRUE
"Inkerman Parade, Victoria Rd, Knaphill, Woking GU21 2AW, UK",PayPoint (CO-OP STORE),ChIJg28o5LLXdUgRDSWfSBdaLcY,atm|finance|point_of_interest|establishment,,51.3161588,-0.607657,TRUE
"Gorsewood Rd, Woking GU21 8UX, UK",ATM,ChIJi7WoZavXdUgRyfKCftScr6A,atm|finance|point_of_interest|establishment,,51.3082217,-0.6074299,TRUE
"8AA, Maybury Hill, Woking, United Kingdom",ATM,ChIJL-ab90fYdUgRGQU7srbdVdc,atm|finance|point_of_interest|establishment,,51.3150442,-0.5385933,TRUE
"58 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1AF, UK",ATM (NatWest),ChIJa2IaAyfa2EcR9QS-1zkqF0g,atm|finance|point_of_interest|establishment,,51.5414467,0.6584188,
"Eastern Esplanade, Southend-on-Sea SS1 2ZG, United Kingdom",ATM (Rendezvous (Southend-On-Sea) 2),ChIJE6tOjjjY2EcRaawX7VDLFtI,atm|finance|point_of_interest|establishment,,51.533341,0.7242454,
"492A Sutton Rd, Southend-on-Sea SS2 5PN, UK",Cash Machine,ChIJ31lyOlTY2EcRuRp6CCiFISM,atm|finance|point_of_interest|establishment,,51.5515802,0.7148534,
"96 Prince Ave, Southend-on-Sea SS2 6NN, UK",ATM (Shell Sovereign),ChIJkUJy5AjZ2EcR3DjF8pk8RfU,atm|finance|point_of_interest|establishment,,51.5582946,0.6962076,
"Southend Victoria Train Station, Southend-on-Sea SS2 6AZ, United Kingdom",ATM (Southend Victoria),ChIJUQC1ybLZ2EcRtsd0DgBzcV0,atm|finance|point_of_interest|establishment,,51.5416508,0.7115213,TRUE
"165-169 Hamlet Ct Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7EL, UK",Cashpoint,ChIJdULUSLrZ2EcRV5mubb5y9Yg,atm|finance|point_of_interest|establishment,,51.5408699,0.6953188,
"229-231 Leigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 1JA, UK",ATM (Jays Supermarket SS9 1JA),ChIJ5Wt1jCfa2EcRgMr_HMR3SKs,atm|finance|point_of_interest|establishment,,51.5431381,0.6616783,
"Prince Ave, Southend-on-Sea, Westcliff-on-Sea SS0 0JP, UK",Cashpoint,ChIJcWU2YXPZ2EcRyw30WXsQptg,atm|finance|point_of_interest|establishment,,51.5606524,0.6845317,TRUE
"232 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7JG, UK",Cashpoint,ChIJd7Pm2LDZ2EcRldP465O5zzM,atm|finance|point_of_interest|establishment,,51.5399825,0.7003422,TRUE
"Ness Rd, Shoeburyness SS3 9HQ, UK",ATM (Shorehouse Harvester),ChIJ5aaZiegn2UcRlCLUzlQUGk4,atm|finance|point_of_interest|establishment,1,51.5243242,0.7774913,TRUE
"24 The Fairway, Southend-on-Sea, Leigh-on-Sea SS9 4QL, UK",ATM (Snax 24 - Leigh on Sea 820),ChIJz1y0bMzb2EcR6hep6aVYfNE,atm|finance|point_of_interest|establishment,,51.5647377,0.642034,
"Southchurch Ave, Southend-on-Sea SS1 2RP, UK",Tesco Cashpoint Southend On Sea,ChIJz_uXUkbY2EcRN3-VU3DJ8CY,atm|finance|point_of_interest|establishment,,51.5331893,0.7242124,TRUE
"113-115 Hamlet Ct Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7ES, UK",Sainsbury's ATM,ChIJG61h3rvZ2EcR8Jft56WQDKE,atm|finance|point_of_interest|establishment,2,51.5397127,0.6939392,TRUE
"82 Bridgwater Dr, Southend-on-Sea, Westcliff-on-Sea SS0 0DH, UK",Barclays ATM,ChIJU7mhhnfZ2EcRCx7e__Bk_TU,atm|finance|point_of_interest|establishment,,51.5573637,0.6746594,TRUE
"1 Pier Hill, Southend-on-Sea SS1 2EQ, UK",ATM (TX03413 Southend 2),ChIJMebjHTbY2EcRaXb0bGVIuO4,atm|finance|point_of_interest|establishment,,51.5337955,0.7165074,
"10 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1AP, UK",Barclays ATM,ChIJv1ZTJSTa2EcRs7cWfpxBUPc,atm|finance|point_of_interest|establishment,,51.5414235,0.6552855,
"Western Esplanade, Southend-on-Sea, Westcliff-on-Sea SS0 7QY, UK",ATM (Genting Club Westcliffe),ChIJD8UlHsjZ2EcRlGgogUdcHFg,atm|finance|point_of_interest|establishment,,51.5339377,0.6987951,
"Pembury Mansions, 302 Station Rd, Southend-on-Sea, Westcliff-on-Sea SS0 8DZ, UK",ATM,ChIJ5-sqXb7Z2EcR8knDww3z-lY,atm|finance|point_of_interest|establishment,,51.5377433,0.6878972,
"600 London Rd, 0, Southend-on-Sea, Westcliff-on-Sea SS0 9HS, UK",ATM,ChIJqwE_sqLZ2EcRQiXHV0Fx7aA,atm|finance|point_of_interest|establishment,,51.5453646,0.6845285,
"51 High St, Southend-on-Sea, Leigh-on-Sea SS9 2EP, UK",ATM,ChIJ0fb8Tjva2EcR2eOitoJBD5c,atm|finance|point_of_interest|establishment,,51.5408034,0.6482161,
